"GEO_NAME","CHARACTERISTIC_ID","CHARACTERISTIC_NAME","C1_COUNT_TOTAL"
"V1S",393,"Total - Mother tongue for the total population excluding institutional residents - 100% data",13040
"V1S",394,"Single responses",12760
"V1S",395,"Official languages",11410
"V1S",396,"English",11265
"V1S",397,"French",145
"V1S",398,"Non-official languages",1355
"V1T",383,"Total - Knowledge of official languages for the total population excluding institutional residents - 100% data",29780
"V1T",384,"English only",27845
"V1T",385,"French only",5
"V1T",386,"English and French",1795
"V1T",387,"Neither English nor French",135
"V1T",388,"Total - First official language spoken for the total population excluding institutional residents - 100% data",29780
"V1T",389,"English",29335
"V1T",390,"French",270
"V1T",391,"English and French",40
"V1T",392,"Neither English nor French",130
"V1T",393,"Total - Mother tongue for the total population excluding institutional residents - 100% data",29780
"V1T",394,"Single responses",29230
"V1T",395,"Official languages",26385
"V1T",396,"English",26045
"V1T",397,"French",340
"V1T",398,"Non-official languages",2845
"V1V",383,"Total - Knowledge of official languages for the total population excluding institutional residents - 100% data",26515
"V1V",384,"English only",24200
"V1V",385,"French only",10
"V1V",386,"English and French",2165
"V1V",387,"Neither English nor French",145
"V1V",388,"Total - First official language spoken for the total population excluding institutional residents - 100% data",26515
"V1V",389,"English",25945
"V1V",390,"French",365
"V1V",391,"English and French",65
"V1V",392,"Neither English nor French",140
"V1V",393,"Total - Mother tongue for the total population excluding institutional residents - 100% data",26515
"V1V",394,"Single responses",25925
"V1V",395,"Official languages",22415
"V1V",396,"English",22045
"V1V",397,"French",375
"V1V",398,"Non-official languages",3510
"V1W",383,"Total - Knowledge of official languages for the total population excluding institutional residents - 100% data",37955
"V1W",384,"English only",34330
"V1W",385,"French only",10
"V1W",386,"English and French",3405
"V1W",387,"Neither English nor French",210
"V1W",388,"Total - First official language spoken for the total population excluding institutional residents - 100% data",37955
"V1W",389,"English",37085
"V1W",390,"French",580
"V1W",391,"English and French",90
"V1W",392,"Neither English nor French",205
"V1W",393,"Total - Mother tongue for the total population excluding institutional residents - 100% data",37955
"V1W",394,"Single responses",37205
"V1W",395,"Official languages",32570
"V1W",396,"English",31955
"V1W",397,"French",615
"V1W",398,"Non-official languages",4635
"V1X",383,"Total - Knowledge of official languages for the total population excluding institutional residents - 100% data",34750
"V1X",384,"English only",32680
"V1X",385,"French only",10
"V1X",386,"English and French",1560
"V1X",387,"Neither English nor French",500
"V1X",388,"Total - First official language spoken for the total population excluding institutional residents - 100% data",34750
"V1X",389,"English",33830
"V1X",390,"French",385
"V1X",391,"English and French",50
"V1X",392,"Neither English nor French",490
"V1X",393,"Total - Mother tongue for the total population excluding institutional residents - 100% data",34750
"V1X",394,"Single responses",33880
"V1X",395,"Official languages",27990
"V1X",396,"English",27550
"V1X",397,"French",440
"V1X",398,"Non-official languages",5890
"V1Y",383,"Total - Knowledge of official languages for the total population excluding institutional residents - 100% data",38190
"V1Y",384,"English only",34735
"V1Y",385,"French only",10
"V1Y",386,"English and French",3270
"V1Y",387,"Neither English nor French",170
"V1Y",388,"Total - First official language spoken for the total population excluding institutional residents - 100% data",38190
"V1Y",389,"English",37355
"V1Y",390,"French",585
"V1Y",391,"English and French",90
"V1Y",392,"Neither English nor French",160
"V1Y",393,"Total - Mother tongue for the total population excluding institutional residents - 100% data",38190
"V1Y",394,"Single responses",37295
"V1Y",395,"Official languages",32620
"V1Y",396,"English",32010
"V1Y",397,"French",610
"V1Y",398,"Non-official languages",4675
"V1Z",383,"Total - Knowledge of official languages for the total population excluding institutional residents - 100% data",16550
"V1Z",384,"English only",15535
"V1Z",385,"French only",5
"V1Z",386,"English and French",940
"V1Z",387,"Neither English nor French",70
"V1Z",388,"Total - First official language spoken for the total population excluding institutional residents - 100% data",16550
"V1Z",389,"English",16245
"V1Z",390,"French",220
"V1Z",391,"English and French",20
"V1Z",392,"Neither English nor French",70
"V1Z",393,"Total - Mother tongue for the total population excluding institutional residents - 100% data",16550
"V1Z",394,"Single responses",16325
"V1Z",395,"Official languages",14785
"V1Z",396,"English",14555
"V1Z",397,"French",230
"V1Z",398,"Non-official languages",1545
"V2A",383,"Total - Knowledge of official languages for the total population excluding institutional residents - 100% data",39680
"V2A",384,"English only",36805
"V2A",385,"French only",25
"V2A",386,"English and French",2630
"V2A",387,"Neither English nor French",210
"V2A",388,"Total - First official language spoken for the total population excluding institutional residents - 100% data",39680
"V2A",389,"English",38805
"V2A",390,"French",610
"V2A",391,"English and French",65
"V2A",392,"Neither English nor French",205
"V2A",393,"Total - Mother tongue for the total population excluding institutional residents - 100% data",39680
"V2A",394,"Single responses",38970
"V2A",395,"Official languages",34805
"V2A",396,"English",34145
"V2A",397,"French",660
"V2A",398,"Non-official languages",4165
"V2B",383,"Total - Knowledge of official languages for the total population excluding institutional residents - 100% data",40560
"V2B",384,"English only",38715
"V2B",385,"French only",10
"V2B",386,"English and French",1640
"V2B",387,"Neither English nor French",205
"V2B",388,"Total - First official language spoken for the total population excluding institutional residents - 100% data",40560
"V2B",389,"English",40025
"V2B",390,"French",320
"V2B",391,"English and French",25
"V2B",392,"Neither English nor French",190
"V2B",393,"Total - Mother tongue for the total population excluding institutional residents - 100% data",40560
"V2B",394,"Single responses",39910
"V2B",395,"Official languages",36755
"V2B",396,"English",36400
"V2B",397,"French",355
"V2B",398,"Non-official languages",3155
"V2C",383,"Total - Knowledge of official languages for the total population excluding institutional residents - 100% data",26455
"V2C",384,"English only",24570
"V2C",385,"French only",5
"V2C",386,"English and French",1780
"V2C",387,"Neither English nor French",105
"V2C",388,"Total - First official language spoken for the total population excluding institutional residents - 100% data",26455
"V2C",389,"English",26120
"V2C",390,"French",215
"V2C",391,"English and French",25
"V2C",392,"Neither English nor French",90
"V2C",393,"Total - Mother tongue for the total population excluding institutional residents - 100% data",26455
"V2C",394,"Single responses",25960
"V2C",395,"Official languages",23085
"V2C",396,"English",22840
"V2C",397,"French",245
"V2C",398,"Non-official languages",2875
"V2E",383,"Total - Knowledge of official languages for the total population excluding institutional residents - 100% data",15950
"V2E",384,"English only",14795
"V2E",385,"French only",0
"V2E",386,"English and French",1080
"V2E",387,"Neither English nor French",70
"V2E",388,"Total - First official language spoken for the total population excluding institutional residents - 100% data",15950
"V2E",389,"English",15725
"V2E",390,"French",135
"V2E",391,"English and French",25
"V2E",392,"Neither English nor French",65
"V2E",393,"Total - Mother tongue for the total population excluding institutional residents - 100% data",15950
"V2E",394,"Single responses",15555
"V2E",395,"Official languages",13895
"V2E",396,"English",13750
"V2E",397,"French",145
"V2E",398,"Non-official languages",1660
"V2G",383,"Total - Knowledge of official languages for the total population excluding institutional residents - 100% data",17970
"V2G",384,"English only",17200
"V2G",385,"French only",0
"V2G",386,"English and French",715
"V2G",387,"Neither English nor French",60
"V2G",388,"Total - First official language spoken for the total population excluding institutional residents - 100% data",17970
"V2G",389,"English",17745
"V2G",390,"French",150
"V2G",391,"English and French",15
"V2G",392,"Neither English nor French",50
"V2G",393,"Total - Mother tongue for the total population excluding institutional residents - 100% data",17970
"V2G",394,"Single responses",17675
"V2G",395,"Official languages",16385
"V2G",396,"English",16190
"V2G",397,"French",195
"V2G",398,"Non-official languages",1290
"V2H",383,"Total - Knowledge of official languages for the total population excluding institutional residents - 100% data",7060
"V2H",384,"English only",6750
"V2H",385,"French only",0
"V2H",386,"English and French",305
"V2H",387,"Neither English nor French",5
"V2H",388,"Total - First official language spoken for the total population excluding institutional residents - 100% data",7060
"V2H",389,"English",6995
"V2H",390,"French",65
"V2H",391,"English and French",0
"V2H",392,"Neither English nor French",5
"V2H",393,"Total - Mother tongue for the total population excluding institutional residents - 100% data",7060
